Time,target
"""2024-03-06T18:24:00+08:00""",221756.80209467493
"""2024-03-06T18:39:00+08:00""",228064.5455524238
"""2024-03-06T18:54:00+08:00""",233863.52115582005
"""2024-03-06T19:09:00+08:00""",237770.8405329115
"""2024-03-06T19:24:00+08:00""",241909.46764556612
"""2024-03-06T19:39:00+08:00""",250474.0208128418
"""2024-03-06T19:54:00+08:00""",255741.22709631562
"""2024-03-06T20:09:00+08:00""",259790.31240510335
"""2024-03-06T20:24:00+08:00""",263160.0449847922
"""2024-03-06T20:39:00+08:00""",266493.28792748624
"""2024-03-06T20:54:00+08:00""",268919.1745859696
"""2024-03-06T21:09:00+08:00""",270937.50094085495
"""2024-03-06T21:24:00+08:00""",272806.83785401465
"""2024-03-06T21:39:00+08:00""",274416.422762566
"""2024-03-06T21:54:00+08:00""",273338.59138837655
"""2024-03-06T22:09:00+08:00""",268630.63164176524
"""2024-03-06T22:24:00+08:00""",260625.58520128712
"""2024-03-06T22:39:00+08:00""",253275.99488656915
"""2024-03-06T22:54:00+08:00""",244033.35681487867
"""2024-03-06T23:09:00+08:00""",230810.3048744995
"""2024-03-06T23:24:00+08:00""",218142.3031918874
"""2024-03-06T23:39:00+08:00""",204092.55284622536
"""2024-03-06T23:54:00+08:00""",187622.94027117215
"""2024-03-07T00:09:00+08:00""",171025.94522673308
"""2024-03-07T00:24:00+08:00""",155020.42762116055
"""2024-03-07T00:39:00+08:00""",136545.70202831598
"""2024-03-07T00:54:00+08:00""",120803.9329770082
"""2024-03-07T01:09:00+08:00""",106460.92758355507
"""2024-03-07T01:24:00+08:00""",92177.9306709616
"""2024-03-07T01:39:00+08:00""",80791.7243711902
"""2024-03-07T01:54:00+08:00""",71950.53151145231
"""2024-03-07T02:09:00+08:00""",65002.799193218394
"""2024-03-07T02:24:00+08:00""",59378.915355571335
"""2024-03-07T02:39:00+08:00""",66469.31541979498
"""2024-03-07T02:54:00+08:00""",57118.7296166488
"""2024-03-07T03:09:00+08:00""",45967.47208755554
"""2024-03-07T03:24:00+08:00""",42787.5618432715
"""2024-03-07T03:39:00+08:00""",40074.69206340715
"""2024-03-07T03:54:00+08:00""",36707.34582552572
"""2024-03-07T04:09:00+08:00""",35401.32209132241
"""2024-03-07T04:24:00+08:00""",33987.75247407081
"""2024-03-07T04:39:00+08:00""",33629.80337015589
"""2024-03-07T04:54:00+08:00""",34441.65650889891
"""2024-03-07T05:09:00+08:00""",35504.22398511517
"""2024-03-07T05:24:00+08:00""",39329.8350480965
"""2024-03-07T05:39:00+08:00""",44704.20995608437
"""2024-03-07T05:54:00+08:00""",52312.45377233843
"""2024-03-07T06:09:00+08:00""",62258.65828312663
"""2024-03-07T06:24:00+08:00""",76740.1317965005
"""2024-03-07T06:39:00+08:00""",92307.43605853476
"""2024-03-07T06:54:00+08:00""",108617.5221796929
"""2024-03-07T07:09:00+08:00""",122668.71924221257
"""2024-03-07T07:24:00+08:00""",132154.80389082144
"""2024-03-07T07:39:00+08:00""",135076.55353208998
"""2024-03-07T07:54:00+08:00""",133986.31244568943
"""2024-03-07T08:09:00+08:00""",133721.03883095284
"""2024-03-07T08:24:00+08:00""",132084.95886311115
"""2024-03-07T08:39:00+08:00""",131308.36309467856
"""2024-03-07T08:54:00+08:00""",130199.58316301665
"""2024-03-07T09:09:00+08:00""",130623.4846419104
"""2024-03-07T09:24:00+08:00""",131466.19908830032
"""2024-03-07T09:39:00+08:00""",130749.90003137132
"""2024-03-07T09:54:00+08:00""",132710.69741196834
"""2024-03-07T10:09:00+08:00""",136710.13091437038
"""2024-03-07T10:24:00+08:00""",140674.8590119305
"""2024-03-07T10:39:00+08:00""",142601.18859869055
"""2024-03-07T10:54:00+08:00""",142890.4525231914
"""2024-03-07T11:09:00+08:00""",147348.81820608297
"""2024-03-07T11:24:00+08:00""",152079.20286525605
"""2024-03-07T11:39:00+08:00""",155691.1882853579
"""2024-03-07T11:54:00+08:00""",165086.19101562968
"""2024-03-07T12:09:00+08:00""",174771.7263477968
"""2024-03-07T12:24:00+08:00""",185456.543805512
"""2024-03-07T12:39:00+08:00""",201181.22514232754
"""2024-03-07T12:54:00+08:00""",208108.26273767845
"""2024-03-07T13:09:00+08:00""",208269.53970250566
"""2024-03-07T13:24:00+08:00""",199020.23127538787
"""2024-03-07T13:39:00+08:00""",190574.08629250014
"""2024-03-07T13:54:00+08:00""",180594.5654318096
"""2024-03-07T14:09:00+08:00""",170291.72371662612
"""2024-03-07T14:24:00+08:00""",163691.5346570831
"""2024-03-07T14:39:00+08:00""",160536.73704689404
"""2024-03-07T14:54:00+08:00""",159166.71562941483
"""2024-03-07T15:09:00+08:00""",159352.20036030028
"""2024-03-07T15:24:00+08:00""",161307.97494465997
"""2024-03-07T15:39:00+08:00""",163262.21415327807
"""2024-03-07T15:54:00+08:00""",167416.47835946074
"""2024-03-07T16:09:00+08:00""",169912.02263559258
"""2024-03-07T16:24:00+08:00""",173032.7774427945
"""2024-03-07T16:39:00+08:00""",178366.5726405433
"""2024-03-07T16:54:00+08:00""",182159.2058916738
"""2024-03-07T17:09:00+08:00""",188539.90341282374
"""2024-03-07T17:24:00+08:00""",195231.8338044215
"""2024-03-07T17:39:00+08:00""",204830.20091933743
"""2024-03-07T17:54:00+08:00""",210661.83613195783
"""2024-03-07T18:09:00+08:00""",221378.95131148765
"""2024-03-07T18:24:00+08:00""",224637.23191492155
"""2024-03-07T18:39:00+08:00""",231751.77369339965
"""2024-03-07T18:54:00+08:00""",236873.60103657108
"""2024-03-07T19:09:00+08:00""",241287.77083751344
"""2024-03-07T19:24:00+08:00""",244610.19170574233
"""2024-03-07T19:39:00+08:00""",252018.05696119394
"""2024-03-07T19:54:00+08:00""",254719.43787933368
"""2024-03-07T20:09:00+08:00""",261143.28787904748
"""2024-03-07T20:24:00+08:00""",267117.6423024574
"""2024-03-07T20:39:00+08:00""",271924.43466520385
"""2024-03-07T20:54:00+08:00""",274127.37410499767
"""2024-03-07T21:09:00+08:00""",276697.37305169564
"""2024-03-07T21:24:00+08:00""",278713.87512374565
"""2024-03-07T21:39:00+08:00""",277423.61645666836
"""2024-03-07T21:54:00+08:00""",275318.3200717143
"""2024-03-07T22:09:00+08:00""",272570.2587601353
"""2024-03-07T22:24:00+08:00""",268114.6207956549
"""2024-03-07T22:39:00+08:00""",262338.0800153786
"""2024-03-07T22:54:00+08:00""",254465.4082883974
"""2024-03-07T23:09:00+08:00""",239269.77137149908
"""2024-03-07T23:24:00+08:00""",225434.03191067692
"""2024-03-07T23:39:00+08:00""",210698.44788216514
"""2024-03-07T23:54:00+08:00""",195142.5738044082
"""2024-03-08T00:09:00+08:00""",178503.941996132
"""2024-03-08T00:24:00+08:00""",160096.00613931014
"""2024-03-08T00:39:00+08:00""",143646.56454392275
"""2024-03-08T00:54:00+08:00""",123749.05411610454
"""2024-03-08T01:09:00+08:00""",109217.19912779045
"""2024-03-08T01:24:00+08:00""",96970.19038014922
"""2024-03-08T01:39:00+08:00""",85280.93932322582
"""2024-03-08T01:54:00+08:00""",74361.82109658325
"""2024-03-08T02:09:00+08:00""",66347.22185730933
"""2024-03-08T02:24:00+08:00""",61220.19045168952
"""2024-03-08T02:39:00+08:00""",56663.16575302872
"""2024-03-08T02:54:00+08:00""",51191.182722491365
"""2024-03-08T03:09:00+08:00""",47479.49339510338
"""2024-03-08T03:24:00+08:00""",44647.15720492327
"""2024-03-08T03:39:00+08:00""",41052.917179828524
"""2024-03-08T03:54:00+08:00""",39047.73448065972
"""2024-03-08T04:09:00+08:00""",38312.219464463735
"""2024-03-08T04:24:00+08:00""",37897.85725438402
"""2024-03-08T04:39:00+08:00""",37591.895560782454
"""2024-03-08T04:54:00+08:00""",37440.37292881707
"""2024-03-08T05:09:00+08:00""",37302.801607946734
"""2024-03-08T05:24:00+08:00""",40691.1707284926
"""2024-03-08T05:39:00+08:00""",45932.53544009695
"""2024-03-08T05:54:00+08:00""",53997.106253277576
"""2024-03-08T06:09:00+08:00""",65012.34727163739
"""2024-03-08T06:24:00+08:00""",80362.31564422775
"""2024-03-08T06:39:00+08:00""",97496.08761787863
"""2024-03-08T06:54:00+08:00""",114201.47771976309
"""2024-03-08T07:09:00+08:00""",128067.17139528478
"""2024-03-08T07:24:00+08:00""",138230.0651845475
"""2024-03-08T07:39:00+08:00""",140054.78238517634
"""2024-03-08T07:54:00+08:00""",139365.36571259252
"""2024-03-08T08:09:00+08:00""",136766.38746028126
"""2024-03-08T08:24:00+08:00""",135442.898339108
"""2024-03-08T08:39:00+08:00""",134261.2093352237
"""2024-03-08T08:54:00+08:00""",134279.45073050115
"""2024-03-08T09:09:00+08:00""",135468.493912591
"""2024-03-08T09:24:00+08:00""",134542.35611745712
"""2024-03-08T09:39:00+08:00""",136893.49152450173
"""2024-03-08T09:54:00+08:00""",137622.82853800783
"""2024-03-08T10:09:00+08:00""",141169.28651118523
"""2024-03-08T10:24:00+08:00""",144721.65863584436
"""2024-03-08T10:39:00+08:00""",146373.38525908865
"""2024-03-08T10:54:00+08:00""",149813.8983772141
"""2024-03-08T11:09:00+08:00""",154419.79386035757
"""2024-03-08T11:24:00+08:00""",159517.13479604863
"""2024-03-08T11:39:00+08:00""",165482.255782575
"""2024-03-08T11:54:00+08:00""",170419.84195201544
"""2024-03-08T12:09:00+08:00""",182161.24713655136
"""2024-03-08T12:24:00+08:00""",192969.11196277922
"""2024-03-08T12:39:00+08:00""",210569.03734840723
"""2024-03-08T12:54:00+08:00""",218794.12927132082
"""2024-03-08T13:09:00+08:00""",219193.1239367668
"""2024-03-08T13:24:00+08:00""",211805.15389943158
"""2024-03-08T13:39:00+08:00""",203390.82290662275
"""2024-03-08T13:54:00+08:00""",193431.42565710496
"""2024-03-08T14:09:00+08:00""",186602.00218100977
"""2024-03-08T14:24:00+08:00""",181059.62772115745
"""2024-03-08T14:39:00+08:00""",178292.48565245993
"""2024-03-08T14:54:00+08:00""",178180.56725480183
"""2024-03-08T15:09:00+08:00""",178783.9065093333
"""2024-03-08T15:24:00+08:00""",179783.5790877722
"""2024-03-08T15:39:00+08:00""",182490.6395151524
"""2024-03-08T15:54:00+08:00""",186613.231253507
"""2024-03-08T16:09:00+08:00""",191397.91765778224
"""2024-03-08T16:24:00+08:00""",198500.64843599775
"""2024-03-08T16:39:00+08:00""",206757.84518711688
"""2024-03-08T16:54:00+08:00""",214085.07683752515
"""2024-03-08T17:09:00+08:00""",224681.30892441366
"""2024-03-08T17:24:00+08:00""",232075.90685301152
"""2024-03-08T17:39:00+08:00""",240534.91701306484
"""2024-03-08T17:54:00+08:00""",246752.3040547224
"""2024-03-08T18:09:00+08:00""",252400.34520147828
"""2024-03-08T18:24:00+08:00""",255479.53260775184
"""2024-03-08T18:39:00+08:00""",259527.84615487556
"""2024-03-08T18:54:00+08:00""",262730.78005666396
"""2024-03-08T19:09:00+08:00""",266543.5317807668
"""2024-03-08T19:24:00+08:00""",269306.1372251698
"""2024-03-08T19:39:00+08:00""",271056.3467036269
"""2024-03-08T19:54:00+08:00""",276910.03442700714
"""2024-03-08T20:09:00+08:00""",279017.05756336835
"""2024-03-08T20:24:00+08:00""",279501.0368139165
"""2024-03-08T20:39:00+08:00""",279920.2817438297
"""2024-03-08T20:54:00+08:00""",281129.04079441185
"""2024-03-08T21:09:00+08:00""",281313.38950359175
"""2024-03-08T21:24:00+08:00""",280713.55225435586
"""2024-03-08T21:39:00+08:00""",262820.05093150865
"""2024-03-08T21:54:00+08:00""",281205.8332260126
"""2024-03-08T22:09:00+08:00""",280660.85930227936
"""2024-03-08T22:24:00+08:00""",278864.1571163
"""2024-03-08T22:39:00+08:00""",278488.2779274936
"""2024-03-08T22:54:00+08:00""",277188.40917922126
"""2024-03-08T23:09:00+08:00""",274776.4037745861
"""2024-03-08T23:24:00+08:00""",273456.5870018453
"""2024-03-08T23:39:00+08:00""",274164.33416631847
"""2024-03-08T23:54:00+08:00""",269133.80295680807
"""2024-03-09T00:09:00+08:00""",257663.75301260364
"""2024-03-09T00:24:00+08:00""",239248.11821502526
"""2024-03-09T00:39:00+08:00""",218943.31134210477
"""2024-03-09T00:54:00+08:00""",198229.85245109283
"""2024-03-09T01:09:00+08:00""",177327.2413396281
"""2024-03-09T01:24:00+08:00""",158369.9818975887
"""2024-03-09T01:39:00+08:00""",138184.0377351043
"""2024-03-09T01:54:00+08:00""",122971.97790037152
"""2024-03-09T02:09:00+08:00""",110471.95284134097
"""2024-03-09T02:24:00+08:00""",98807.48044664625
"""2024-03-09T02:39:00+08:00""",86130.24494803905
"""2024-03-09T02:54:00+08:00""",76181.45084778308
"""2024-03-09T03:09:00+08:00""",69595.55562241163
"""2024-03-09T03:24:00+08:00""",61920.32248278518
"""2024-03-09T03:39:00+08:00""",55974.56482428884
"""2024-03-09T03:54:00+08:00""",51657.31160372485
"""2024-03-09T04:09:00+08:00""",49371.03831259412
"""2024-03-09T04:24:00+08:00""",46267.488946042125
"""2024-03-09T04:39:00+08:00""",42316.054748587296
"""2024-03-09T04:54:00+08:00""",40769.660064275544
"""2024-03-09T05:09:00+08:00""",41923.51787211937
"""2024-03-09T05:24:00+08:00""",44254.77792025307
"""2024-03-09T05:39:00+08:00""",48045.20769974393
"""2024-03-09T05:54:00+08:00""",55365.696574683985
"""2024-03-09T06:09:00+08:00""",64908.43737389102
"""2024-03-09T06:24:00+08:00""",78043.70465695934
"""2024-03-09T06:39:00+08:00""",92968.38885411766
"""2024-03-09T06:54:00+08:00""",109918.84959676447
"""2024-03-09T07:09:00+08:00""",127768.70843311421
"""2024-03-09T07:24:00+08:00""",146199.2001326995
"""2024-03-09T07:39:00+08:00""",161732.09767416597
"""2024-03-09T07:54:00+08:00""",173803.7645749558
"""2024-03-09T08:09:00+08:00""",181747.44676368684
"""2024-03-09T08:24:00+08:00""",188270.14406064452
"""2024-03-09T08:39:00+08:00""",194938.29645207722
"""2024-03-09T08:54:00+08:00""",198093.99563492517
"""2024-03-09T09:09:00+08:00""",203069.31795929922
"""2024-03-09T09:24:00+08:00""",207134.05119362654
"""2024-03-09T09:39:00+08:00""",208687.63998497833
"""2024-03-09T09:54:00+08:00""",211377.02643534637
"""2024-03-09T10:09:00+08:00""",212090.7590893704
"""2024-03-09T10:24:00+08:00""",217650.3194698236
"""2024-03-09T10:39:00+08:00""",219672.91282486962
"""2024-03-09T10:54:00+08:00""",223901.9593519996
"""2024-03-09T11:09:00+08:00""",228749.85632509357
"""2024-03-09T11:24:00+08:00""",233097.1126296497
"""2024-03-09T11:39:00+08:00""",235457.5507234686
"""2024-03-09T11:54:00+08:00""",244253.50857133075
"""2024-03-09T12:09:00+08:00""",258441.56353266994
"""2024-03-09T12:24:00+08:00""",250368.91129512078
"""2024-03-09T12:39:00+08:00""",248835.68400930244
"""2024-03-09T12:54:00+08:00""",250611.03274877605
"""2024-03-09T13:09:00+08:00""",250048.105639001
"""2024-03-09T13:24:00+08:00""",248947.6358103967
"""2024-03-09T13:39:00+08:00""",244400.51649558145
"""2024-03-09T13:54:00+08:00""",239420.21307888633
"""2024-03-09T14:09:00+08:00""",237324.93603029664
"""2024-03-09T14:24:00+08:00""",237896.44174396884
"""2024-03-09T14:39:00+08:00""",235795.6156349182
"""2024-03-09T14:54:00+08:00""",231747.73893363503
"""2024-03-09T15:09:00+08:00""",232095.61775350256
"""2024-03-09T15:24:00+08:00""",233173.0569217831
"""2024-03-09T15:39:00+08:00""",234586.02955248288
"""2024-03-09T15:54:00+08:00""",235783.00565629842
"""2024-03-09T16:09:00+08:00""",238046.2614225945
"""2024-03-09T16:24:00+08:00""",244564.2829323184
"""2024-03-09T16:39:00+08:00""",247407.89990676875
"""2024-03-09T16:54:00+08:00""",247709.0311870645
"""2024-03-09T17:09:00+08:00""",250771.833002861
"""2024-03-09T17:24:00+08:00""",253315.72694398704
"""2024-03-09T17:39:00+08:00""",254102.57133296752
"""2024-03-09T17:54:00+08:00""",256770.39430673158
"""2024-03-09T18:09:00+08:00""",261716.72422973075
"""2024-03-09T18:24:00+08:00""",263668.0400362796
"""2024-03-09T18:39:00+08:00""",262163.01050660136
"""2024-03-09T18:54:00+08:00""",263575.31450866855
"""2024-03-09T19:09:00+08:00""",267595.13218279794
"""2024-03-09T19:24:00+08:00""",271591.23125341575
"""2024-03-09T19:39:00+08:00""",272337.4331150722
"""2024-03-09T19:54:00+08:00""",275277.21536514757
"""2024-03-09T20:09:00+08:00""",278229.0209865107
"""2024-03-09T20:24:00+08:00""",277667.4790302014
"""2024-03-09T20:39:00+08:00""",278723.8140322032
"""2024-03-09T20:54:00+08:00""",278965.42020012066
"""2024-03-09T21:09:00+08:00""",279330.91974880086
"""2024-03-09T21:24:00+08:00""",280137.6035481126
"""2024-03-09T21:39:00+08:00""",278947.45407187927
"""2024-03-09T21:54:00+08:00""",276967.4820700855
"""2024-03-09T22:09:00+08:00""",275978.18483300565
"""2024-03-09T22:24:00+08:00""",276050.3867462901
"""2024-03-09T22:39:00+08:00""",274374.1549970004
"""2024-03-09T22:54:00+08:00""",273570.2177607478
"""2024-03-09T23:09:00+08:00""",270647.51226498786
"""2024-03-09T23:24:00+08:00""",263468.1680373117
"""2024-03-09T23:39:00+08:00""",256880.0711819278
"""2024-03-09T23:54:00+08:00""",247332.36853523695
"""2024-03-10T00:09:00+08:00""",235799.23250718956
"""2024-03-10T00:24:00+08:00""",223003.51748251292
"""2024-03-10T00:39:00+08:00""",204441.1522854304
"""2024-03-10T00:54:00+08:00""",186421.35726560958
"""2024-03-10T01:09:00+08:00""",170830.25518192496
"""2024-03-10T01:24:00+08:00""",157741.2489808183
"""2024-03-10T01:39:00+08:00""",146612.6086271165
"""2024-03-10T01:54:00+08:00""",135850.40671065348
"""2024-03-10T02:09:00+08:00""",124290.07564698259
"""2024-03-10T02:24:00+08:00""",113568.34503353508
"""2024-03-10T02:39:00+08:00""",103362.04888702679
"""2024-03-10T02:54:00+08:00""",95386.9810270775
"""2024-03-10T03:09:00+08:00""",86524.9201421368
"""2024-03-10T03:24:00+08:00""",82528.0347636926
"""2024-03-10T03:39:00+08:00""",75833.46895054489
"""2024-03-10T03:54:00+08:00""",69902.0053415427
"""2024-03-10T04:09:00+08:00""",63757.61015363386
"""2024-03-10T04:24:00+08:00""",57781.97445183811
"""2024-03-10T04:39:00+08:00""",53774.054091485326
"""2024-03-10T04:54:00+08:00""",52110.127894773716
"""2024-03-10T05:09:00+08:00""",52240.325337312504
"""2024-03-10T05:24:00+08:00""",52096.16603705353
"""2024-03-10T05:39:00+08:00""",54150.87670880359
"""2024-03-10T05:54:00+08:00""",57179.378752713
"""2024-03-10T06:09:00+08:00""",63508.0273744875
"""2024-03-10T06:24:00+08:00""",73733.66720687319
"""2024-03-10T06:39:00+08:00""",87116.5717310092
"""2024-03-10T06:54:00+08:00""",102838.71703318763
"""2024-03-10T07:09:00+08:00""",118638.18324532261
"""2024-03-10T07:24:00+08:00""",134292.60301131484
"""2024-03-10T07:39:00+08:00""",147953.59792130295
"""2024-03-10T07:54:00+08:00""",158546.45632167254
"""2024-03-10T08:09:00+08:00""",168242.67718715515
"""2024-03-10T08:24:00+08:00""",176735.4586399896
"""2024-03-10T08:39:00+08:00""",185477.90572577395
"""2024-03-10T08:54:00+08:00""",192499.456557047
"""2024-03-10T09:09:00+08:00""",200458.64059348
"""2024-03-10T09:24:00+08:00""",207962.29279783773
"""2024-03-10T09:39:00+08:00""",210183.04404675303
"""2024-03-10T09:54:00+08:00""",214802.5446102091
"""2024-03-10T10:09:00+08:00""",218620.59872200695
"""2024-03-10T10:24:00+08:00""",224440.29582892224
"""2024-03-10T10:39:00+08:00""",225241.08059914084
"""2024-03-10T10:54:00+08:00""",230047.0847936919
"""2024-03-10T11:09:00+08:00""",237495.9631540513
"""2024-03-10T11:24:00+08:00""",240908.05906486273
"""2024-03-10T11:39:00+08:00""",241919.23086250157
"""2024-03-10T11:54:00+08:00""",248077.4022405311
"""2024-03-10T12:09:00+08:00""",252218.86666903037
"""2024-03-10T12:24:00+08:00""",250775.73464443002
"""2024-03-10T12:39:00+08:00""",253486.82395380866
"""2024-03-10T12:54:00+08:00""",255401.31186849996
"""2024-03-10T13:09:00+08:00""",256541.83460732322
"""2024-03-10T13:24:00+08:00""",253657.0724576944
"""2024-03-10T13:39:00+08:00""",251077.15625499727
"""2024-03-10T13:54:00+08:00""",248519.12581399968
"""2024-03-10T14:09:00+08:00""",244733.6049208477
"""2024-03-10T14:24:00+08:00""",240491.83709722504
"""2024-03-10T14:39:00+08:00""",237615.2274518706
"""2024-03-10T14:54:00+08:00""",236742.05420932922
"""2024-03-10T15:09:00+08:00""",235964.5587041159
"""2024-03-10T15:24:00+08:00""",235570.63293233176
"""2024-03-10T15:39:00+08:00""",239300.98296232682
"""2024-03-10T15:54:00+08:00""",238742.81428824732
"""2024-03-10T16:09:00+08:00""",240130.12543120555
"""2024-03-10T16:24:00+08:00""",241911.35170117015
"""2024-03-10T16:39:00+08:00""",242917.93994330795
"""2024-03-10T16:54:00+08:00""",243551.41773297027
"""2024-03-10T17:09:00+08:00""",244511.41206563858
"""2024-03-10T17:24:00+08:00""",244647.74328094602
"""2024-03-10T17:39:00+08:00""",247388.51480501206
"""2024-03-10T17:54:00+08:00""",247972.06168409754
"""2024-03-10T18:09:00+08:00""",253011.84138904454
"""2024-03-10T18:24:00+08:00""",255089.08511924243
"""2024-03-10T18:39:00+08:00""",251173.09097486484
"""2024-03-10T18:54:00+08:00""",251778.3598323088
"""2024-03-10T19:09:00+08:00""",258252.8180944676
"""2024-03-10T19:24:00+08:00""",258457.8235062969
"""2024-03-10T19:39:00+08:00""",262538.90874307044
"""2024-03-10T19:54:00+08:00""",266797.3834274873
